Age at enrollment,Curricular units 1st sem (approved),Curricular units 2nd sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (grade),Tuition fees up to date,Scholarship holder,Debtor,Gender,Target,Grade_diff,Total_units_approved,Avg_grade,Performance_ratio,Financial_risk,Risk_Level
20,5,6,14.361676069837596,10.904723885082678,1,0,1,1,Enrolled,-3.4569521847549183,11,12.633199977460137,1.1381261240955078,1,Medium Risk
20,4,5,4.766687893678386,4.8512633840692585,0,0,0,1,Dropout,0.08457549039087287,9,4.808975638873822,0.5284588614147057,1,High Risk
18,6,6,12.0,16.27285110486509,1,0,0,1,Graduate,4.27285110486509,12,14.136425552432545,1.1682996324324417,0,Low Risk
18,6,6,14.906577950739429,15.825871390018023,1,1,0,1,Graduate,0.9192934392785936,12,15.366224670378726,1.2699359231717955,0,Low Risk
24,5,5,6.4398473669312954,6.918460906855174,0,1,1,0,Dropout,0.47861353992387823,10,6.679154136893235,0.6613023897914094,2,High Risk
22,5,5,7.796003789361885,9.046430318376684,0,0,0,0,Enrolled,1.2504265290147991,10,8.421217053869285,0.8337838667197311,1,Medium Risk
21,5,6,12.368293574945818,10.054738841697631,1,1,0,1,Enrolled,-2.3135547332481874,11,11.211516208321726,1.0100465052542096,0,Medium Risk
21,6,5,10.073370895259108,10.259833098936554,1,0,0,1,Enrolled,0.18646220367744526,11,10.166601997097832,0.9159100898286335,0,Medium Risk
20,6,7,15.391209820941569,17.80547619583239,0,1,0,0,Graduate,2.414266374890822,13,16.59834300838698,1.2670490846096931,1,Low Risk
21,6,6,12.207250199743783,9.881951988501116,1,0,0,0,Enrolled,-2.325298211242666,12,11.044601094122449,0.9127769499274752,0,Medium Risk
20,7,6,15.985946337098667,14.5325612393529,1,1,0,0,Graduate,-1.4533850977457679,13,15.259253788225784,1.16482853345235,0,Low Risk
19,5,5,12.355155422075807,9.381266455855462,0,1,0,0,Enrolled,-2.973888966220345,10,10.868210938965635,1.0760604890064986,1,Medium Risk
24,4,4,5.617558486537446,7.350091530130881,1,0,1,0,Dropout,1.7325330435934356,8,6.483825008334163,0.8004722232511313,1,High Risk
19,7,6,17.271928382669607,14.012835364337015,1,1,0,0,Graduate,-3.2590930183325924,13,15.64238187350331,1.1940749521758254,0,Low Risk
20,7,7,14.685374326811614,16.469377601096785,1,1,0,0,Graduate,1.7840032742851708,14,15.5773759639542,1.1047784371598723,0,Low Risk
19,5,6,12.66020121990816,8.881933548883252,1,0,0,0,Enrolled,-3.778267671024908,11,10.771067384395707,0.9703664310266403,0,Medium Risk
22,5,6,10.811273487741731,12.498668298806278,1,0,0,0,Enrolled,1.6873948110645465,11,11.654970893274005,1.049997377772433,0,Medium Risk
19,5,5,9.231987695664664,15.058879183000741,1,1,1,0,Enrolled,5.826891487336077,10,12.145433439332702,1.2025181623101686,1,Medium Risk
18,7,7,14.409973605318605,13.964562558316825,1,0,0,0,Graduate,-0.44541104700178025,14,14.187268081817715,1.006189225660831,0,Low Risk
20,7,7,15.771902587343904,17.54658863262052,1,1,0,1,Graduate,1.7746860452766153,14,16.65924560998221,1.1815067808498023,0,Low Risk
24,3,3,9.772702499336098,2.33135991446058,0,0,1,1,Dropout,-7.441342584875518,6,6.05203120689834,0.9921362634259574,2,High Risk
19,6,5,10.913393181528578,9.435550080576098,1,1,0,0,Enrolled,-1.4778431009524802,11,10.174471631052338,0.9166190658605711,0,Medium Risk
19,5,6,8.696756791686292,7.995678200225747,1,0,0,0,Enrolled,-0.7010785914605453,11,8.346217495956019,0.7519114861221639,0,Medium Risk
25,3,3,5.5943078598743,6.54344199086179,0,0,0,0,Dropout,0.9491341309874892,6,6.0688749253680445,0.9948975287488598,1,High Risk
21,5,5,5.1701917972886555,3.789817154781384,0,0,0,0,Dropout,-1.3803746425072716,10,4.4800044760350195,0.4435647996074277,1,High Risk
19,6,6,13.899315690870507,19.005661795393113,1,0,0,1,Graduate,5.106346104522606,12,16.45248874313181,1.3597098134819678,0,Low Risk
19,7,7,15.264563278615611,13.0,1,1,0,1,Graduate,-2.2645632786156114,14,14.132281639307806,1.0022894779650926,0,Low Risk
20,3,5,8.432395619521653,5.491854092033638,0,0,1,0,Dropout,-2.9405415274880156,8,6.962124855777645,0.8595215871330427,2,High Risk
21,5,5,11.606117454404396,9.981939055227343,0,0,0,1,Enrolled,-1.6241783991770529,10,10.79402825481587,1.0687156687936505,1,Medium Risk
24,5,4,4.106563207639645,7.538724742569462,1,1,1,0,Dropout,3.4321615349298167,9,5.822643975104554,0.6398509862752257,1,High Risk
20,6,5,9.9376396443142,10.650519673886366,0,0,0,1,Enrolled,0.7128800295721671,11,10.294079659100284,0.9273945638829084,1,Medium Risk
20,6,6,10.663635199086954,11.29102950097746,1,0,0,0,Enrolled,0.6273943018905062,12,10.977332350032206,0.9072175495894386,0,Medium Risk
25,4,4,8.569927141029662,7.905372901102577,1,0,1,1,Dropout,-0.6645542399270852,8,8.23765002106612,1.0169938297612493,1,High Risk
20,6,6,16.802783049468072,15.045760228469494,1,1,0,1,Graduate,-1.7570228209985785,12,15.924271638968783,1.316055507352792,0,Low Risk
21,5,5,11.175208660421017,10.270577835220355,0,0,0,1,Enrolled,-0.9046308252006625,10,10.722893247820686,1.0616725987941273,1,Medium Risk
19,6,7,17.800291271789284,16.394423715477664,1,1,0,1,Graduate,-1.4058675563116196,13,17.097357493633474,1.3051417934071354,0,Low Risk
24,4,3,7.315870392045584,6.17140586316544,1,0,0,1,Dropout,-1.1444645288801443,7,6.743638127605512,0.9498081869866919,0,High Risk
20,6,5,14.537942972848043,7.0,1,0,0,1,Enrolled,-7.537942972848043,11,10.768971486424022,0.9701776113895515,0,Medium Risk
21,5,5,6.643546893822407,8.627739571668448,0,0,0,1,Dropout,1.9841926778460408,10,7.635643232745427,0.7560042804698444,1,High Risk
21,6,6,13.048238905041014,9.229860900516817,1,0,0,0,Enrolled,-3.818378004524197,12,11.139049902778915,0.9205826365932988,0,Medium Risk
20,6,5,8.544629967267404,7.305775102829163,1,0,0,0,Enrolled,-1.2388548644382418,11,7.9252025350482835,0.7139822103647102,0,Medium Risk
19,5,6,14.160379470215869,12.55025313580318,1,0,1,0,Enrolled,-1.6101263344126888,11,13.355316303009523,1.2031816489197769,1,Medium Risk
20,5,5,8.821158300384152,7.05007661883047,1,0,1,0,Enrolled,-1.7710816815536816,10,7.935617459607311,0.7857046989710209,1,Medium Risk
19,6,6,12.13692183065993,12.28465388021411,1,0,0,0,Enrolled,0.14773204955418073,12,12.210787855437019,1.0091560211104975,0,Medium Risk
24,5,3,8.476319245832729,6.8519061795359795,1,0,0,1,Dropout,-1.624413066296749,8,7.664112712684354,0.9461867546523893,0,High Risk
20,6,7,12.3452086817304,16.6382692626385,1,0,0,1,Graduate,4.293060580908099,13,14.49173897218445,1.1062396161972863,0,Low Risk
20,6,6,7.0,10.873029266921574,1,0,0,1,Enrolled,3.8730292669215736,12,8.936514633460787,0.738554928385189,0,Medium Risk
24,3,4,6.28216473821408,10.813527154922966,0,0,1,0,Dropout,4.531362416708886,7,8.547845946568522,1.2039219643054258,2,High Risk
19,4,3,4.419377057556304,7.4144292560727925,1,0,1,1,Dropout,2.995052198516489,7,5.9169031568145485,0.833366641804866,1,High Risk
24,3,5,11.674560009721372,3.512342406280385,0,0,0,0,Dropout,-8.162217603440986,8,7.593451208000879,0.937463112098874,1,High Risk
20,6,5,10.390769690680681,8.112380125635704,0,0,0,1,Enrolled,-2.278389565044977,11,9.251574908158194,0.8334752169511886,1,Medium Risk
22,6,6,11.99152285896136,12.139398972434066,1,0,0,0,Enrolled,0.14787611347270513,12,12.065460915697713,0.9971455302229515,0,Medium Risk
22,6,6,9.815312178997697,11.225649829210218,1,0,1,1,Enrolled,1.4103376502125204,12,10.520481004103956,0.8694612400085915,1,Medium Risk
24,3,3,5.361953919616677,9.438666191684623,0,1,1,1,Dropout,4.0767122720679465,6,7.40031005565065,1.2131655828935493,2,High Risk
25,5,3,9.683043172398891,6.80936316803488,0,0,1,1,Dropout,-2.8736800043640116,8,8.246203170216885,1.01804977410085,2,High Risk
20,5,5,9.1514871436174,11.05729294181897,1,0,1,1,Enrolled,1.9058057982015697,10,10.104390042718185,1.00043465769487,1,Medium Risk
19,6,7,15.63422672602643,15.05854539273372,1,1,0,0,Graduate,-0.5756813332927102,13,15.346386059380075,1.1714798518610745,0,Low Risk
19,6,5,9.921187496126596,11.948835192022939,1,0,0,0,Enrolled,2.027647695896343,11,10.935011344074766,0.9851361571238528,0,Medium Risk
20,5,5,9.285536137614047,4.424049896542422,0,0,0,1,Dropout,-4.861486241071625,10,6.854793017078235,0.6786923779285381,1,High Risk
21,6,7,12.0,13.304583946691192,1,0,0,1,Graduate,1.3045839466911922,13,12.652291973345596,0.9658238147592059,0,Low Risk
20,3,3,3.0,8.132456382968316,1,0,1,0,Dropout,5.132456382968316,6,5.566228191484158,0.9124964248334686,1,High Risk
20,7,6,15.29032560642017,16.0905166595151,1,0,0,1,Graduate,0.8001910530949292,13,15.690421132967636,1.1977420712189035,0,Low Risk
19,6,5,9.478434911297006,9.41054000323812,1,0,0,1,Enrolled,-0.06789490805888576,11,9.444487457267563,0.8508547258799607,0,Medium Risk
20,5,5,10.871392160948801,9.923533096145547,1,0,0,0,Enrolled,-0.9478590648032537,10,10.397462628547174,1.0294517454007104,0,Medium Risk
20,7,7,13.460505255655564,15.062775420746613,1,0,1,0,Graduate,1.6022701650910491,14,14.261640338201088,1.0114638537731269,1,Low Risk
20,6,6,13.378181550909133,13.596135229229613,1,0,0,1,Graduate,0.2179536783204803,12,13.487158390069373,1.1146411892619317,0,Low Risk
22,6,6,9.650401350993318,10.8943605971706,1,0,0,0,Enrolled,1.2439592461772815,12,10.272380974081958,0.8489571052960296,0,Medium Risk
22,5,5,10.45531810011625,11.29350428372534,0,0,1,1,Enrolled,0.8381861836090909,10,10.874411191920796,1.0766743754377026,2,Medium Risk
20,3,4,3.7845735782633527,7.264917184145872,0,0,1,1,Dropout,3.4803436058825197,7,5.524745381204612,0.7781331522823398,2,High Risk
21,5,6,9.190247684311064,7.508690029747147,1,1,1,0,Enrolled,-1.6815576545639175,11,8.349468857029105,0.7522044015341537,1,Medium Risk
22,5,6,8.071686630926276,9.450908824380855,1,1,0,0,Enrolled,1.379222193454579,11,8.761297727653567,0.7893061015904115,0,Medium Risk
20,7,6,16.025864261462477,14.930355207831788,1,1,0,1,Graduate,-1.095509053630689,13,15.478109734647132,1.1815350942478728,0,Low Risk
18,6,6,14.542503166971734,17.63938994454429,1,1,0,0,Graduate,3.096886777572557,12,16.090946555758013,1.3298302938642985,0,Low Risk
21,7,7,13.99509826890539,17.56280292992365,1,0,0,0,Graduate,3.567704661018258,14,15.77895059941452,1.1190745105967745,0,Low Risk
19,4,5,3.8345235975971104,5.711989003562152,0,0,0,0,Dropout,1.877465405965042,9,4.773256300579631,0.5245336594043551,1,High Risk
25,3,3,7.2441054600476615,9.809706169780098,0,0,0,1,Dropout,2.5656007097324363,6,8.52690581491388,1.397853412280964,1,High Risk
19,5,5,9.787423423234749,10.655457410739768,1,0,0,0,Enrolled,0.8680339875050187,10,10.221440416987258,1.0120238036621048,0,Medium Risk
21,3,4,6.77535326826869,7.734667108880593,0,0,1,0,Dropout,0.9593138406119035,7,7.255010188574642,1.021832420926006,2,High Risk
25,5,3,4.149656855278442,4.742482407752523,0,0,0,1,Dropout,0.5928255524740811,8,4.446069631515483,0.5488974853722819,1,High Risk
19,5,5,11.009948657163644,10.792344973135508,1,0,0,1,Enrolled,-0.2176036840281359,10,10.901146815149577,1.0793214668464928,0,Medium Risk
24,4,4,7.358160334639565,2.8758790071446225,0,0,0,1,Dropout,-4.482281327494942,8,5.117019670892094,0.6317308235669252,1,High Risk
20,6,5,10.269180936285874,10.057699403773132,1,0,0,0,Enrolled,-0.21148153251274238,11,10.163440170029503,0.9156252405431985,0,Medium Risk
20,5,5,12.109939741553251,10.285781794812818,0,1,0,1,Enrolled,-1.8241579467404332,10,11.197860768183034,1.1086990859587162,1,Medium Risk
19,6,6,14.049227258756794,10.3317711985376,1,1,1,0,Enrolled,-3.7174560602191935,12,12.190499228647198,1.0074792750948098,1,Medium Risk
20,6,5,8.721870039435144,8.988998213136666,0,0,0,0,Enrolled,0.2671281737015221,11,8.855434126285905,0.7977868582239555,1,Medium Risk
20,7,7,15.379048799895912,16.951868432842858,1,1,0,0,Graduate,1.5728196329469455,14,16.165458616369385,1.1464864266928643,0,Low Risk
25,3,4,10.270939642768331,3.122132253347602,1,0,1,1,Dropout,-7.148807389420729,7,6.696535948057967,0.943174077191263,1,High Risk
19,6,6,12.151631903535987,13.059323546840265,1,1,0,0,Graduate,0.9076916433042772,12,12.605477725188127,1.041775018610589,0,Low Risk
21,3,4,6.166251724382408,5.263819866116235,0,1,1,0,Dropout,-0.9024318582661728,7,5.715035795249322,0.8049346190492003,2,High Risk
24,3,5,7.5049172061011244,5.761661771186897,0,0,1,1,Dropout,-1.7432554349142277,8,6.63328948864401,0.8189246282276557,2,High Risk
20,6,5,11.07443052216778,7.344801610366773,1,0,0,1,Enrolled,-3.729628911801008,11,9.209616066267277,0.8296951411051601,0,Medium Risk
19,5,6,10.693991679579083,11.142345405272103,0,0,0,1,Enrolled,0.44835372569301946,11,10.918168542425594,0.9836187876059094,1,Medium Risk
19,5,5,8.679844953911521,10.641301396210414,0,1,0,0,Enrolled,1.9614564422988927,10,9.660573175060968,0.9564923935703928,1,Medium Risk
19,3,4,6.046780136944671,5.87145839151195,0,0,1,0,Dropout,-0.17532174543272117,7,5.95911926422831,0.8393125724265226,2,High Risk
21,5,5,8.345942927757358,10.793185178181657,1,0,0,0,Enrolled,2.447242250424299,10,9.569564052969508,0.9474815894029216,0,Medium Risk
19,6,6,13.33037969825686,9.94823794361752,1,1,0,0,Enrolled,-3.3821417546393384,12,11.63930882093719,0.9619263488377843,0,Medium Risk
18,6,6,14.161469439907574,14.578946059644423,1,1,0,1,Graduate,0.41747661973684913,12,14.370207749775998,1.187620475188099,0,Low Risk
22,6,5,13.209177587347826,9.883568650289176,1,1,0,0,Enrolled,-3.32560893705865,11,11.5463731188185,1.0402137944881533,0,Medium Risk
19,5,5,10.480752611548379,10.465154590779552,1,1,0,0,Enrolled,-0.015598020768827325,10,10.472953601163965,1.0369260991251452,0,Medium Risk
20,6,7,13.840481413684882,17.48267458313861,1,0,0,0,Graduate,3.642193169453728,13,15.661577998411747,1.1955403052222708,0,Low Risk
20,5,5,10.790233947951954,10.166708509982387,1,1,0,1,Enrolled,-0.6235254379695672,10,10.47847122896717,1.0374723989076406,0,Medium Risk
21,5,6,13.196387522063683,7.0,1,0,0,1,Enrolled,-6.196387522063683,11,10.09819376103184,0.9097471856785442,0,Medium Risk
21,3,3,6.946696186062895,7.355846696194627,0,0,1,1,Dropout,0.40915051013173187,6,7.1512714411287615,1.1723395805129118,2,High Risk
20,6,6,18.11241381584832,16.381655880783544,1,1,0,0,Graduate,-1.7307579350647764,12,17.247034848315934,1.4253747808525565,0,Low Risk
18,7,6,15.098863079328362,13.0,1,1,0,1,Graduate,-2.0988630793283622,13,14.04943153966418,1.0724756900507009,0,Low Risk
21,6,5,12.106113483676587,9.288051859011961,1,0,0,0,Enrolled,-2.818061624664626,11,10.697082671344274,0.9637011415625473,0,Medium Risk
24,5,3,6.846203514277157,7.477277446143077,1,0,1,1,Dropout,0.6310739318659202,8,7.161740480210117,0.884165491383965,1,High Risk
21,6,6,7.0,8.186410333442229,0,0,0,1,Enrolled,1.186410333442229,12,7.5932051667211145,0.6275376170843896,1,Medium Risk
20,6,7,14.276229822166549,13.1628832233229,1,1,0,0,Graduate,-1.1133465988436484,13,13.719556522744725,1.0472943910492156,0,Low Risk
21,6,7,13.492525996976358,13.0,1,0,0,1,Graduate,-0.492525996976358,13,13.246262998488179,1.0111651143884106,0,Low Risk
20,6,6,14.81773564196047,18.02855859763859,1,0,0,1,Graduate,3.21082295567812,12,16.42314711979953,1.3572848859338456,0,Low Risk
21,5,5,9.30068477651971,13.893943607813272,1,0,0,1,Enrolled,4.5932588312935625,10,11.59731419216649,1.1482489299174743,0,Medium Risk
22,6,6,8.16350082258711,9.138177830653616,1,0,0,0,Enrolled,0.9746770080665055,12,8.650839326620364,0.714945398894245,0,Medium Risk
25,5,5,9.00885796106281,5.828300901147476,1,0,1,1,Dropout,-3.1805570599153343,10,7.418579431105144,0.7345128149609054,1,High Risk
18,6,7,14.00387042989625,14.891228955115537,1,1,0,1,Graduate,0.8873585252192875,13,14.447549692505893,1.1028663887409078,0,Low Risk
21,5,5,10.994059165133116,13.759909305910405,1,1,0,1,Enrolled,2.765850140777289,10,12.37698423552176,1.225443983715026,0,Medium Risk
20,6,5,10.427634008869028,9.724017549957367,1,1,1,0,Enrolled,-0.7036164589116609,11,10.075825779413197,0.9077320521993871,1,Medium Risk
18,7,6,16.206065580602754,20.0,1,0,0,0,Graduate,3.793934419397246,13,18.103032790301377,1.3819109000230059,0,Low Risk
19,5,5,7.0,11.405006708235028,1,0,0,1,Enrolled,4.405006708235028,10,9.202503354117514,0.9111389459522291,0,Medium Risk
24,4,4,9.482390958147725,2.0,1,0,1,1,Dropout,-7.482390958147725,8,5.741195479073863,0.7087895653177608,1,High Risk
19,5,5,10.167948382689053,7.0,1,0,1,1,Enrolled,-3.167948382689053,10,8.583974191344527,0.8498984347865869,1,Medium Risk
19,6,7,15.711147698580474,14.692599074602185,1,1,0,1,Graduate,-1.0185486239782886,13,15.20187338659133,1.1604483501214757,0,Low Risk
24,3,4,4.699304179211579,4.350264125581736,0,0,1,1,Dropout,-0.34904005362984236,7,4.524784152396657,0.6372935425910785,2,High Risk
20,6,6,10.802260302259711,16.0,0,0,0,1,Enrolled,5.197739697740289,12,13.401130151129856,1.1075314174487485,1,Medium Risk
21,5,5,8.834509977384457,12.521350247927076,1,0,1,0,Enrolled,3.6868402705426195,10,10.677930112655766,1.0572208032332442,1,Medium Risk
19,7,7,13.787892546036336,15.308433638978723,1,0,0,1,Graduate,1.5205410929423877,14,14.54816309250753,1.0317846164898958,0,Low Risk
21,6,6,10.370461683861386,11.475123049265337,1,0,0,1,Enrolled,1.1046613654039508,12,10.92279236656336,0.9027101129391207,0,Medium Risk
20,5,5,11.327322850507533,14.134856250090447,0,1,1,0,Enrolled,2.8075333995829137,10,12.73108955029899,1.260503915871187,2,Medium Risk
19,7,6,12.693820281793597,16.976617857651867,1,1,0,0,Graduate,4.28279757585827,13,14.835219069722733,1.132459470971201,0,Low Risk
21,7,7,19.188131212009004,13.58350212445863,1,1,0,1,Graduate,-5.604629087550375,14,16.385816668233815,1.1621146573215473,0,Low Risk
19,7,6,13.175574922676105,16.31576692499332,1,0,0,0,Graduate,3.140192002317214,13,14.745670923834712,1.125623734643871,0,Low Risk
19,6,5,12.314868729970096,14.584139188459734,1,0,0,1,Enrolled,2.269270458489638,11,13.449503959214915,1.2116670233526952,0,Medium Risk
24,5,5,6.787568120680374,6.3342595942029725,0,0,0,1,Dropout,-0.45330852647740194,10,6.560913857441673,0.6495954314298686,1,High Risk
20,6,6,12.093116895433882,9.882583847266037,1,0,0,0,Enrolled,-2.2105330481678447,12,10.98785037134996,0.9080868075495835,0,Medium Risk
19,7,7,13.186497696102869,18.26513508558086,1,1,0,0,Graduate,5.07863738947799,14,15.725816390841864,1.1153061270100613,0,Low Risk
19,6,6,14.678374667870976,17.02055176289245,0,0,0,1,Graduate,2.342177095021473,12,15.849463215381713,1.3098729930067532,1,Low Risk
19,7,7,12.0,16.073550262859108,1,1,1,0,Graduate,4.073550262859108,14,14.036775131429554,0.9955159667680535,1,Low Risk
21,5,6,10.77965145917802,8.59649566548299,1,0,1,1,Enrolled,-2.183155793695029,11,9.688073562330505,0.8727994200297753,1,Medium Risk
19,7,7,17.185740263229775,15.707743165939993,1,0,0,0,Graduate,-1.4779970972897818,14,16.446741714584885,1.1664355825946726,0,Low Risk
20,6,6,9.675108503860521,10.782201478910975,1,1,0,1,Enrolled,1.1070929750504543,12,10.22865499138575,0.8453433877178306,0,Medium Risk
21,5,6,11.199321808288158,7.0,0,1,1,0,Enrolled,-4.199321808288158,11,9.099660904144079,0.8197892706436107,2,Medium Risk
22,5,6,12.38952031118008,7.891125744944398,1,0,1,1,Enrolled,-4.498394566235682,11,10.14032302806224,0.9135426151407423,1,Medium Risk
21,6,6,11.880258411785807,7.986993918576395,0,1,1,0,Enrolled,-3.8932644932094114,12,9.933626165181101,0.8209608400976117,2,Medium Risk
22,6,6,9.44165986627327,11.892379171028892,1,1,0,0,Enrolled,2.450719304755623,12,10.667019518651081,0.8815718610455439,0,Medium Risk
26,4,4,6.8869894813451875,8.471420563856327,0,0,1,0,Dropout,1.5844310825111396,8,7.679205022600757,0.948050002790217,2,High Risk
21,6,5,10.817407037622068,9.120876173000829,1,0,1,1,Enrolled,-1.6965308646212396,11,9.96914160531145,0.8981208653433739,1,Medium Risk
18,7,7,13.49234736973071,16.71257775280796,1,1,1,1,Graduate,3.220230383077249,14,15.102462561269334,1.0710966355510165,1,Low Risk
21,3,3,7.389522099672494,11.0,1,0,1,1,Dropout,3.6104779003275063,6,9.194761049836247,1.5073378770223356,1,High Risk
20,5,6,13.075296377841726,8.802539233754324,0,1,0,0,Enrolled,-4.272757144087402,11,10.938917805798024,0.9854880906124346,1,Medium Risk
19,7,6,13.352385928453419,19.270040957529844,0,0,0,1,Graduate,5.917655029076425,13,16.31121344299163,1.2451307971749337,1,Low Risk
19,6,6,11.332063816652978,7.0,1,0,1,1,Enrolled,-4.332063816652978,12,9.166031908326488,0.7575232982088007,1,Medium Risk
19,5,5,10.619930117001177,8.184377153860481,0,0,0,0,Enrolled,-2.4355529631406956,10,9.402153635430828,0.9309063005377058,1,Medium Risk
20,7,7,14.377469063002682,13.0,1,0,0,1,Graduate,-1.3774690630026818,14,13.688734531501341,0.9708322362766909,0,Low Risk
20,6,6,17.67702627985951,13.0,1,1,0,0,Graduate,-4.677026279859511,12,15.338513139929756,1.2676457140437816,0,Low Risk
20,5,6,12.311171230086451,8.536701124638002,0,0,0,0,Enrolled,-3.774470105448449,11,10.423936177362226,0.9390933493119122,1,Medium Risk
26,5,4,4.326394634345428,7.074191805687443,1,0,0,1,Dropout,2.7477971713420146,9,5.700293220016436,0.6264058483534545,0,High Risk
21,7,7,14.848487638948198,14.572763116281886,1,0,0,0,Graduate,-0.2757245226663123,14,14.710625377615042,1.0433067643698613,0,Low Risk
20,5,5,11.931172279686685,11.461093678215622,1,0,1,1,Enrolled,-0.4700786014710623,10,11.696132978951153,1.1580329682129855,1,Medium Risk
20,3,3,9.256059200275,7.2263464742879275,0,0,0,1,Dropout,-2.029712725987073,6,8.241202837281463,1.3510168585707318,1,High Risk
19,5,5,9.707327314492023,11.31579000827285,0,1,0,0,Enrolled,1.6084626937808277,10,10.511558661382438,1.040748382315093,1,Medium Risk
20,6,6,18.753405138951635,18.11179233223793,1,1,0,0,Graduate,-0.6416128067137059,12,18.43259873559478,1.5233552674045274,0,Low Risk
21,7,6,15.036123099304255,16.790861926850866,1,0,0,1,Graduate,1.7547388275466105,13,15.91349251307756,1.2147704208456154,0,Low Risk
22,5,5,10.798370605296235,10.764837477711668,0,0,0,1,Enrolled,-0.03353312758456717,10,10.78160404150395,1.0674855486637576,1,Medium Risk
22,6,5,10.114837807490865,10.580074568687873,1,1,1,1,Enrolled,0.4652367611970085,11,10.34745618808937,0.9322032601882315,1,Medium Risk
19,6,5,11.15510393701881,8.838664000301195,1,0,0,0,Enrolled,-2.3164399367176145,11,9.996883968660002,0.900620177356757,0,Medium Risk
25,5,5,7.429170043719968,8.462978210777692,0,0,1,0,Dropout,1.0338081670577237,10,7.9460741272488296,0.786740012598894,2,High Risk
19,6,5,10.303772652338674,12.080393505053742,1,0,0,1,Enrolled,1.7766208527150678,11,11.192083078696207,1.0082957728555142,0,Medium Risk
19,7,6,16.53140248577287,14.532106433576562,1,1,0,1,Graduate,-1.999296052196307,13,15.531754459674715,1.1856301114255507,0,Low Risk
19,6,5,11.051623255103625,11.172229353446118,0,1,0,1,Enrolled,0.1206060983424937,11,11.11192630427487,1.001074441826565,1,Medium Risk
20,6,6,16.66089193347561,13.676286348414337,1,1,0,0,Graduate,-2.9846055850612743,12,15.168589140944974,1.2536024083425599,0,Low Risk
20,6,6,10.348630571305467,16.0,1,1,1,1,Enrolled,5.651369428694533,12,13.174315285652733,1.0887863872440275,1,Medium Risk
24,5,5,5.668520768016469,11.0,0,0,1,0,Dropout,5.331479231983531,10,8.334260384008235,0.82517429544636,2,High Risk
19,5,3,8.81155562659699,5.387828803635191,0,0,1,0,Dropout,-3.4237268229617985,8,7.09969221511609,0.8765052117427272,2,High Risk
18,7,6,14.834496316446833,17.448422888459692,1,0,0,1,Graduate,2.6139265720128595,13,16.141459602453263,1.2321724887368903,0,Low Risk
19,5,5,9.146120939710816,10.801161570568762,0,1,0,1,Enrolled,1.6550406308579468,10,9.973641255139789,0.9874892331821574,1,Medium Risk
20,4,3,5.22868119799078,2.37180427738244,1,0,1,0,Dropout,-2.85687692060834,7,3.8002427376866104,0.5352454560121986,1,High Risk
24,4,5,4.697520059767609,6.585866797710217,1,0,0,0,Dropout,1.8883467379426087,9,5.641693428738913,0.61996631085043,0,High Risk
25,4,5,6.633688618944035,5.460687085614704,1,0,1,1,Dropout,-1.173001533329331,9,6.04718785227937,0.6645261376131176,1,High Risk
19,6,5,10.1168612463127,10.590407330179774,1,1,1,0,Enrolled,0.473546083867074,11,10.353634288246237,0.9327598457879493,1,Medium Risk
19,6,6,16.157513215994168,16.718100021731402,1,1,0,1,Graduate,0.5605868057372341,12,16.437806618862787,1.3584964147820486,0,Low Risk
20,5,6,14.702261039266899,11.36520037357861,1,0,0,1,Enrolled,-3.3370606656882895,11,13.033730706422755,1.1742099735515996,0,Medium Risk
21,3,5,7.452469944254201,7.84286299761834,0,0,1,0,Dropout,0.3903930533641393,8,7.6476664709362705,0.9441563544365766,2,High Risk
22,5,6,11.79235289886143,9.538145448256897,1,0,1,0,Enrolled,-2.254207450604534,11,10.665249173559165,0.960833258879204,1,Medium Risk
22,6,6,11.493507265671722,7.975725029297164,1,1,0,0,Enrolled,-3.5177822363745577,12,9.734616147484443,0.8045137311970615,0,Medium Risk
19,6,5,10.746493833212321,8.461264268390252,0,1,0,0,Enrolled,-2.2852295648220693,11,9.603879050801286,0.8652143289010168,1,Medium Risk
22,6,6,9.589181149794394,11.114157018914195,1,0,0,1,Enrolled,1.5249758691198014,12,10.351669084354295,0.8555098416821731,0,Medium Risk
19,5,6,9.434639626027916,9.434200323283255,1,0,0,0,Enrolled,-0.0004393027446614184,11,9.434419974655587,0.8499477454644673,0,Medium Risk
21,3,3,3.790301765751756,7.9339620697564035,0,0,1,1,Dropout,4.143660304004648,6,5.86213191775408,0.9610052324187016,2,High Risk
18,7,6,12.0,14.713535563760058,1,1,0,1,Graduate,2.7135355637600576,13,13.356767781880029,1.0196005940366435,0,Low Risk
19,6,5,9.963745644953907,13.585378195294098,1,1,0,0,Enrolled,3.621632550340191,11,11.774561920124002,1.0607713441553155,0,Medium Risk
21,5,5,7.24446852315555,5.8834213108335165,0,1,1,1,Dropout,-1.3610472123220339,10,6.563944916994533,0.6498955363360924,2,High Risk
20,6,6,11.972589327970505,10.72328504537698,1,0,0,0,Enrolled,-1.2493042825935259,12,11.347937186673743,0.9378460484854333,0,Medium Risk
20,5,6,9.267732933592589,8.31923889151496,0,0,1,1,Enrolled,-0.9484940420776287,11,8.793485912553773,0.7922059380679075,2,Medium Risk
25,5,4,6.837765680885376,6.589865765245514,1,0,1,1,Dropout,-0.24789991563986202,9,6.713815723065444,0.7377819475896092,1,High Risk
